file_name,transcription
000287_ameha.wav,የፌደራል የከተማ ልማት ሚኒስቴር የከተማ ፕላን መመሪያዎች የሚከተሉትን ያካትታሉ አንደኛ የመሬት አጠቃቀም እቅድ ሁለተኛ የከተማ መሰረተ ልማት ሶስተኛ የመኖሪያ ቤቶች ልማት አራተኛ የኢንዱስትሪ ዞኖች እና አምስተኛ የአረንጓዴ ቦታዎች።
000329_ameha.wav,የፋይናንስ ተቋም የብድር አገልግሎት ማለት ገንዘብ ለግለሰቦችና ለድርጅቶች ማበደር።
000323_gtts_aug1.wav,በህጋዊ መንገድ የተቋቋመ አካል ለህዝብ አገልግሎት የሚሰጥ ከሆነ እና ለህብረተሰቡ ሰላም አስተዋጽኦ የሚያደርግ ከሆነ ከመንግስት ልዩ ድጋፍ ሊያገኝ ይችላል።
000145_ameha_aug1.wav,አንድ ግብር ከፋይ የታክስ ክሬዲት ማግኘቱን ካላረጋገጠ እና ተገቢውን ማስረጃ ካላቀረበ ክሬዲቱ አይፈቀድለትም።
000055_ameha_aug1.wav,የቅጥር ውሉ ከተቋረጠ በኋላ ሰራተኛው ለአንድ አመት በሌላ ተፎካካሪ ድርጅት ውስጥ መስራት እንደሌለበት ስምምነት ካለ የህግ አስገዳጅነት ይኖረዋል።
000093_ameha_aug1.wav,የውጭ ጉዳይ ሚኒስቴር በአለም አቀፍ መድረኮች ላይ የሀገሪቱን ብሄራዊ ጥቅም ለማስጠበቅ እና ከሌሎች ሀገራት ጋር ያለውን ዲፕሎማሲያዊ ግንኙነት ለማሳደግ የሚከተላቸው ፖሊሲዎች ሁሉ ከአለም አቀፍ ህግ እና ከሀገሪቱ ህገ መንግስት ጋር የተጣጣሙ መሆናቸውን እና ለሰላም ቅድሚያ የሚሰጡ መሆናቸውን ያረጋግጣል ።
000340_mekdes.wav,የመንግስት ሰራተኛ የዲሲፕሊን ክስ የሚቀርበው ጥፋቱ በታወቀ በስድስት ወራት ውስጥ መሆን ያለበት ሲሆን ከአንድ አመት በላይ የቆየ ጥፋት በይርጋ የታገደ እንደሚሆን በህጉ ተገልጽዋል ።
000082_ameha_aug1.wav,የፍርድ ቤት ውሳኔ በሚሰጥበት ጊዜ ዳኞች የሚከተሉትን ነጥቦች ግምት ውስጥ ማስገባት አለባቸው አንደኛ የቀረቡ ማስረጃዎች ክብደት ሁለተኛ የህግ ድንጋጌዎች ትርጓሜ ሶስተኛ የግራ ቀኙ ክርክር ምክንያታዊነት እና አራተኛ የጉዳዩ ማህበራዊ አንድምታ ሲሆኑ እያንዳንዳቸው እኩል ክብደት አላቸው።
000365_gtts.wav,የአስተዳደር ቅሬታ ሰሚ አካላት ውሳኔ ሲሰጡ የሁለቱንም ወገኖች መከራከሪያ በጥልቀት መርምረው ውሳኔውን በጽሁፍ ማሳወቅ አለባቸው።
000148_mekdes.wav,የውል ረቂቅ ማለት በመጨረሻው ውል ከመፈረሙ በፊት የሚዘጋጅ የመጀመሪያ ስምምነት ማለት ነው።
000292_mekdes.wav,የአለም አቀፍ የጤና ጥበቃ ድርጅት መመሪያዎች ማለት አዳዲስ መድሃኒቶች ለገበያ ከመቅረባቸው በፊት ሊያልፍዋቸው የሚገቡ የጥራት እና የደህንነት ምርመራዎችን የሚወስን ህጋዊ ሰነድ ሲሆን ይህም የህዝብን ጤና ከአደገኛ መድሃኒቶች ለመጠበቅ የሚረዳ የህግ ድንጋጌ ነው ።
000208_ameha_aug1.wav,የማይንቀሳቀስ ንብረት ሽያጭ ውል በጽሁፍ ከተዘጋጀ እና በፍርድ ቤት ወይም በሌላ ስልጣን ባለው አካል ከተረጋገጠ በስተቀር የህግ ውጤት የለውም ሲል የፍትሀብሄር ህግ አንቀጽ ሁለት ሺህ አንድ መቶ ሃያ ስምንት በግልጽ ያስቀምጣል።
000033_mekdes_aug1.wav,የአስተዳደር አካላት መመሪያዎችን ሲያወጡ የህዝብን ተሳትፎ ማረጋገጥ ያለባቸው ሲሆን መመሪያው ከመጽደቁ በፊት ለውይይት መቅረብ እና የሰዎች አስተያየት መካተት እንዳለበት ህጉ ያስገድዳል ።
000090_mekdes_aug1.wav,የንግድ መዝገብ መረጃዎች ለህዝብ ግልጽ መሆን ያለባቸው ሲሆን ማንኛውም ሰው ስለ አንድ ድርጅት ህጋዊነት ወይም ስለ ስራ አስኪያጁ ስልጣን ለማረጋገጥ መረጃውን የመጠየቅ መብት አለው ይህ አሰራር በንግድ ስራ ውስጥ ግልጽነትን ለመፍጠር ይረዳል ።
000366_gtts_aug1.wav,የአስተዳደር ቅሬታ ሰሚ አካላት ውሳኔ ሲሰጡ የሁለቱንም ወገኖች መከራከሪያ በጥልቀት መርምረው ውሳኔውን በጽሁፍ ማሳወቅ አለባቸው።
000360_gtts.wav,የፍርድ ቤት የመዳኘት ሂደት በግልጽና በግልጽነት መካሄድ ያለበት በመሆኑ ለህዝብ ክፍት የሆነ ችሎት ማካሄድ ያስፈልጋል።
000253_ameha_aug1.wav,የህግ ውክልና ዋና ዋና ግዴታዎች የሚከተሉት ናቸው አንደኛ የደንበኛውን ጥቅም መጠበቅ ሁለተኛ ሚስጥራዊነትን ማክበር ሶስተኛ የህግ ምክር መስጠት እና አራተኛ በፍርድ ቤት መወከል የሚሉት ናቸው።
000113_mekdes.wav,ይህንን አንቀጽ መሰረት በማድረግ ለውል መጣስ የተስማማው የኪሳራ ካሳ ሁለት ሺህ ብር ይሆናል።
000338_gtts.wav,የፍርድ ቤት ትእዛዝ ማለት ፍርድ ቤቱ በአንድ ጉዳይ ላይ የሚሰጠው ህጋዊ መመሪያ ሲሆን ይህም ተዋዋይ ወገኖች የተወሰነ እርምጃ እንዲወስዱ ወይም እንዲከለከሉ የሚያስገድድ ነው።
