file_name,audio_path,transcription,domain,voice,prediction,confidence,inference_time,wer,cer,ser
000719_mekdes.wav,Dataset_4.0h/audio/000719_mekdes.wav,የንግድ ምልክት ዝውውር ህጋዊ ውጤት የሚኖረው በንግድ መዝገብ ውስጥ ሲመዘገብ ብቻ ሲሆን ዝውውሩ የተደረገው በሽያጭ ወይም በስጦታ መሆኑ በውሉ ላይ በግልጽ መቀመጥ እና በሁለቱ ወገኖች ፊርማ ተረጋግጦ ለሚመለከተው አካል መቅረብ አለበት ።,Unknown,Unknown,,0.0,0.007035017013549805,1.0,1.0,1.0
000724_mekdes.wav,Dataset_4.0h/audio/000724_mekdes.wav,በዚህ የድንበር ስምምነት መሰረት ሁለቱም ሀገራት የየራሳቸውን የግዛት አንድነት ለማክበር የተስማሙ ሲሆን በድንበር አካባቢ የሚነሱ ማናቸውም አለመግባባቶች በጋራ የድንበር ኮሚሽን አማካኝነት በሰላማዊ ውይይት እንዲፈቱ በህግ ግዴታ ገብተዋል ።,Unknown,Unknown,,0.0,0.0055389404296875,1.0,1.0,1.0
000295_ameha.wav,Dataset_4.0h/audio/000295_ameha.wav,ማንኛውም ህዝባዊ ምርጫ በፍትሃዊነት እና በነጻነት የሚካሄድ መሆኑን የማረጋገጥ ህገመንግስታዊ ግዴታ በምርጫ ቦርድ ላይ ተጥልዋል።,Unknown,Unknown,,0.0,0.0037109851837158203,1.0,1.0,1.0
000701_gtts_aug1.wav,Dataset_4.0h/audio/000701_gtts_aug1.wav,የንግድ ማህበር ስራ አስኪያጅ በጤና እክል ወይም በሌላ በቂ ምክንያት ስራውን ማከናወን ካልቻለ የዳይሬክተሮች ቦርድ ጊዜያዊ ስራ አስኪያጅ የመሾም ስልጣን ያለው ሲሆን ይህ ሹመትም ለሚቀጥለው ጠቅላላ ጉባኤ ቀርቦ መጽደቅ አለበት ።,Unknown,Unknown,,0.0,0.002084970474243164,1.0,1.0,1.0
000251_ameha_aug1.wav,Dataset_4.0h/audio/000251_ameha_aug1.wav,በወንጀል ህግ መሰረት ጥፋተኛ ተብሎ የተወሰነበት ሰው የቅጣት ውሳኔው ከጸና በኋላ ይግባኝ የመጠየቅ መብቱ የተጠበቀ ቢሆንም ይግባኙን ማቅረብ ያለበት የቅጣት ውሳኔው በተሰጠ በስልሳ ቀናት ውስጥ መሆን እንዳለበት የሰነ ሰርአት ህጉ ያስረዳል ።,Unknown,Unknown,,0.0,0.001947164535522461,1.0,1.0,1.0
000726_ameha.wav,Dataset_4.0h/audio/000726_ameha.wav,የፍርድ ቤት ክፍያዎች የሚከተሉትን ያጠቃልላሉ አንደኛ የክስ መክፈቻ ክፍያ ሁለተኛ የሰነድ ቅጂ ክፍያ ሶስተኛ የይግባኝ ክፍያ እና አራተኛ የአስፈጻሚ ክፍያ ሲሆኑ እያንዳንዳቸው በህግ የተወሰኑ ናቸው።,Unknown,Unknown,,0.0,0.005045175552368164,1.0,1.0,1.0
000461_mekdes.wav,Dataset_4.0h/audio/000461_mekdes.wav,የንግድ ስም ማስታወቂያ በጋዜጣ የሚወጣው ሶስተኛ ወገኖች ተቃውሞ ካላቸው እንዲያቀርቡ ለማስቻል ሲሆን ተቃውሞው በአስራ አምስት ቀናት ውስጥ ካልቀረበ መዝጋቢው አካል የንግድ ስሙን መዝግቦ የምስክር ወረቀት ለባለቤቱ ይሰጣል ።,Unknown,Unknown,,0.0,0.004967927932739258,1.0,1.0,1.0
000455_mekdes_aug1.wav,Dataset_4.0h/audio/000455_mekdes_aug1.wav,የታክስ አስተዳደር አዋጅ ቁጥር ዘጠኝ መቶ ሰባ አምስት አንቀጽ ሁለት መቶ አራት አስር አራት እንደሚያመለክተው ማንኛውም ግብር ከፋይ የታክስ ባለስልጣኑ የሰጠውን የታክስ ውሳኔ በመቃወም ለከፍተኛ ፍርድ ቤት ይግባኝ ሲያቀርብ ፍርድ ቤቱ ጉዳዩን መርምሮ የመጨረሻ ውሳኔ እስኪሰጥ ድረስ ግብር ከፋዩ ግብሩን የመክፈል ግዴታው ለጊዜው ታግዶ ሊቆይ ይችላል ።,Unknown,Unknown,,0.0,0.002110004425048828,1.0,1.0,1.0
000270_mekdes.wav,Dataset_4.0h/audio/000270_mekdes.wav,አንድ የፍርድ ቤት ትእዛዝ በግልጽ ካልተጻፈ ወይም አፈጻጸሙ ግልጽ ካልሆነ የሚመለከተው አካል ከፍርድ ቤቱ ተጨማሪ ማብራሪያ የመጠየቅ መብት ይኖረዋል።,Unknown,Unknown,,0.0,0.0035889148712158203,1.0,1.0,1.0
000815_ameha_aug1.wav,Dataset_4.0h/audio/000815_ameha_aug1.wav,የመጥሪያ ወረቀት ማለት ተከሳሹ ለፍርድ ቤት እንዲቀርብ የሚያዝ የጽሁፍ ትእዛዝ ሲሆን ይህም የህግ ሂደቱን ለመጀመር ያገለግላል።,Unknown,Unknown,,0.0,0.0014777183532714844,1.0,1.0,1.0
