file_name,audio_path,transcription,domain,voice,prediction,confidence,inference_time,wer,cer,ser
000719_mekdes.wav,Dataset_4.0h/audio/000719_mekdes.wav,የንግድ ምልክት ዝውውር ህጋዊ ውጤት የሚኖረው በንግድ መዝገብ ውስጥ ሲመዘገብ ብቻ ሲሆን ዝውውሩ የተደረገው በሽያጭ ወይም በስጦታ መሆኑ በውሉ ላይ በግልጽ መቀመጥ እና በሁለቱ ወገኖች ፊርማ ተረጋግጦ ለሚመለከተው አካል መቅረብ አለበት ።,Unknown,Unknown,የንግድ ምልክት ዝውር ህጋዊ ውጤት የሚኖረው በንግድ መዝገብ ውስጥ ሲመዘገብቻ ሲሆን ዝውሩ የተደረገው በሽያጭ ወይም በስጦታመሆኑ በውሉላይ በግልጽ መቀመጥና በሁለቱ ወገኖች ፊርማ ተረጋግቶ ለሚመልክተው አካልመቅረብ አለበት,0.9799268841743469,1.231036901473999,0.46875,0.06779661016949153,1.0
000724_mekdes.wav,Dataset_4.0h/audio/000724_mekdes.wav,በዚህ የድንበር ስምምነት መሰረት ሁለቱም ሀገራት የየራሳቸውን የግዛት አንድነት ለማክበር የተስማሙ ሲሆን በድንበር አካባቢ የሚነሱ ማናቸውም አለመግባባቶች በጋራ የድንበር ኮሚሽን አማካኝነት በሰላማዊ ውይይት እንዲፈቱ በህግ ግዴታ ገብተዋል ።,Unknown,Unknown,በዚህ የድንበር ስምምነት መሰረት ሁለቱም ሀገራት የራሳቸውን የግዛት አንድነት ለማክበር የተስማሙ ሲሆን በድንበር አካባቢ የሚነሱማናቸውም አለመግባባቶች በጋራ የድንበርኮሚሽን አማካኝነት በሰላማዊ ውይይት እንዲፈቱ በህግዴታ ገብተዋል,0.9883970618247986,1.1887376308441162,0.2857142857142857,0.024193548387096774,1.0
000295_ameha.wav,Dataset_4.0h/audio/000295_ameha.wav,ማንኛውም ህዝባዊ ምርጫ በፍትሃዊነት እና በነጻነት የሚካሄድ መሆኑን የማረጋገጥ ህገመንግስታዊ ግዴታ በምርጫ ቦርድ ላይ ተጥልዋል።,Unknown,Unknown,ማንኛውም ህዝባዊ ምርጫ በፍትሀዊነትና በነጻነት የሚካሄድ መሆኑን የማረጋገት ህገመንግስታዊ ግዴታ በምርጫቦርድ ላይ ተጥለዋል,0.9857301712036133,0.44312286376953125,0.4,0.07462686567164178,1.0
000701_gtts_aug1.wav,Dataset_4.0h/audio/000701_gtts_aug1.wav,የንግድ ማህበር ስራ አስኪያጅ በጤና እክል ወይም በሌላ በቂ ምክንያት ስራውን ማከናወን ካልቻለ የዳይሬክተሮች ቦርድ ጊዜያዊ ስራ አስኪያጅ የመሾም ስልጣን ያለው ሲሆን ይህ ሹመትም ለሚቀጥለው ጠቅላላ ጉባኤ ቀርቦ መጽደቅ አለበት ።,Unknown,Unknown,የንብድ ማህበርስራአስኪያጅ በጤናእክል ወይምበሌላ በቂ ምክንያት ስራውን ማከናወንካልቻለ የዳይሬክተሮች ቦርድጊዜያዊ ስራ አስኪያጅ የመሾምስልጣንያለው ሲሆን ይሹመትም ለሚቀጥለው ጠቅላላ ጉባኤቀርቦ መጽደቅ አለበት,0.9858567118644714,0.8585019111633301,0.6451612903225806,0.02631578947368421,1.0
000251_ameha_aug1.wav,Dataset_4.0h/audio/000251_ameha_aug1.wav,በወንጀል ህግ መሰረት ጥፋተኛ ተብሎ የተወሰነበት ሰው የቅጣት ውሳኔው ከጸና በኋላ ይግባኝ የመጠየቅ መብቱ የተጠበቀ ቢሆንም ይግባኙን ማቅረብ ያለበት የቅጣት ውሳኔው በተሰጠ በስልሳ ቀናት ውስጥ መሆን እንዳለበት የሰነ ሰርአት ህጉ ያስረዳል ።,Unknown,Unknown,በወንጀል ህግ መሰረት ጥፋተኛ ተብሎ የተወሰነበት ሰው የቅጣት ውሳኔው ከጸና በኋላ ይግባኝ የመጠየቅ መብቶ የተጠበቀ ቢሆን ም አቅሊግባኙን ማቅረብ ያለበት የቅጣት ውሳኔው በተሰጠ በስልሳ ቀናት ውስጥ መሆን እንዳለበት የሰነሰርት ህጉ ያስረዳ ል,0.9829598069190979,0.6914339065551758,0.25,0.049586776859504134,1.0
000726_ameha.wav,Dataset_4.0h/audio/000726_ameha.wav,የፍርድ ቤት ክፍያዎች የሚከተሉትን ያጠቃልላሉ አንደኛ የክስ መክፈቻ ክፍያ ሁለተኛ የሰነድ ቅጂ ክፍያ ሶስተኛ የይግባኝ ክፍያ እና አራተኛ የአስፈጻሚ ክፍያ ሲሆኑ እያንዳንዳቸው በህግ የተወሰኑ ናቸው።,Unknown,Unknown,የፍርድ ቤት ክፍያዎች የሚከተሉትን ያጠቃላሉ አንደኛ የኤክስመክፈቻ ክፍያ ሁለተኛ የሰነድቅጂ ክፍያ ሶስተኛ የግባኝ ክፍያ እና አራተኛ የያስፈጻሚ ክፍያ ሲሆኑ እያንዳንዳቸው በህግ የተወሰኑ ናቸው,0.9845526814460754,0.6425621509552002,0.32,0.04950495049504951,1.0
000461_mekdes.wav,Dataset_4.0h/audio/000461_mekdes.wav,የንግድ ስም ማስታወቂያ በጋዜጣ የሚወጣው ሶስተኛ ወገኖች ተቃውሞ ካላቸው እንዲያቀርቡ ለማስቻል ሲሆን ተቃውሞው በአስራ አምስት ቀናት ውስጥ ካልቀረበ መዝጋቢው አካል የንግድ ስሙን መዝግቦ የምስክር ወረቀት ለባለቤቱ ይሰጣል ።,Unknown,Unknown,የንግድ ስም ማስታወቂያ በጋዜጣ የሚወጣው ሶስተኛ ወገኖች ተቃውሞ ካላቸው እንዲያቀርቡ ለማስቻል ሲሆን ተቃውሞ በአስራ አምስት ቀናት ውስጥ ካልቀረበመዝጋቢው አካል የንግድስሙን መዝግቦ የምስክር ወረቀት ለባለቤቶ ይሰጣል,0.9856642484664917,0.604874849319458,0.25,0.02631578947368421,1.0
000455_mekdes_aug1.wav,Dataset_4.0h/audio/000455_mekdes_aug1.wav,የታክስ አስተዳደር አዋጅ ቁጥር ዘጠኝ መቶ ሰባ አምስት አንቀጽ ሁለት መቶ አራት አስር አራት እንደሚያመለክተው ማንኛውም ግብር ከፋይ የታክስ ባለስልጣኑ የሰጠውን የታክስ ውሳኔ በመቃወም ለከፍተኛ ፍርድ ቤት ይግባኝ ሲያቀርብ ፍርድ ቤቱ ጉዳዩን መርምሮ የመጨረሻ ውሳኔ እስኪሰጥ ድረስ ግብር ከፋዩ ግብሩን የመክፈል ግዴታው ለጊዜው ታግዶ ሊቆይ ይችላል ።,Unknown,Unknown,የታክስ አስተዳደር አዋጅ ቁጥር ዘጠኝ መቶ ሰባ አምስት አንቀጽ ሁለት መቶ አራት አስራ አራት እንደሚያመለክተው ማንኛውም ግብር ከፋኤታክስ ባለስልጣኑ የሰጠውንየታክስ ውሳኔ በመቃወም ለከፍተኛፍርድቤት የግባኝ ሲያቀረብ ፍድቤቱ ጉዳዩ ን መርምሮ የመጨረሻ ውሳኔ ስቲሰትድረስ ግብርከፋኝግብሩ ን የመፈገጌታው ለገዛበች,0.9720473885536194,0.9072399139404297,0.5319148936170213,0.15428571428571428,1.0
000270_mekdes.wav,Dataset_4.0h/audio/000270_mekdes.wav,አንድ የፍርድ ቤት ትእዛዝ በግልጽ ካልተጻፈ ወይም አፈጻጸሙ ግልጽ ካልሆነ የሚመለከተው አካል ከፍርድ ቤቱ ተጨማሪ ማብራሪያ የመጠየቅ መብት ይኖረዋል።,Unknown,Unknown,አንድ ፍርድቤት ትእዛዝ በግልጽካልተጻፈው ወይም አፈጻጸሙ ግልጽካልሆነ የሚመለከተው አካል ከፍርድቤቱ ተጨማሪ ማብራሪያ የሚጠየቅ መብት ይኖረዋል,0.9839037656784058,0.49612975120544434,0.5263157894736842,0.05263157894736842,1.0
000815_ameha_aug1.wav,Dataset_4.0h/audio/000815_ameha_aug1.wav,የመጥሪያ ወረቀት ማለት ተከሳሹ ለፍርድ ቤት እንዲቀርብ የሚያዝ የጽሁፍ ትእዛዝ ሲሆን ይህም የህግ ሂደቱን ለመጀመር ያገለግላል።,Unknown,Unknown,የመጥሪያወረቀት ማለት ተከሳሹ ለፍርድ ቤት እንዲቀርብ የሚያዝየጽሁፍትእዛዝ ሲሆን ይህም የህግ ሂደቱ ን ለመጀመር ያገለግላል,0.984274685382843,0.37568092346191406,0.5,0.015384615384615385,1.0
